epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.42999643087387085,1.5868653059005737,0.0005,0.4885958731174469,1.459731936454773
1,0.5535268783569336,1.2526284456253052,0.0005,0.48717033863067627,1.5571526288986206
2,0.5891520977020264,1.1707555055618286,0.0005,0.5513185858726501,1.3661779165267944
3,0.6102600693702698,1.1307120323181152,0.0005,0.5851746201515198,1.2814654111862183
4,0.6262023448944092,1.0910241603851318,0.0005,0.6029936075210571,1.2204878330230713
5,0.6482899785041809,1.0582399368286133,0.0005,0.6183179020881653,1.170285940170288
6,0.6566619277000427,1.0538467168807983,0.0005,0.6436207890510559,1.091166377067566
7,0.6774135828018188,1.0061150789260864,0.0005,0.6977904438972473,0.9513919949531555
8,0.6836480498313904,0.9981288909912109,0.0005,0.7148966789245605,0.9119727611541748
9,0.6873886585235596,0.9796721339225769,0.0005,0.7323592305183411,0.8761341571807861
10,0.6990559101104736,0.9622150659561157,0.0005,0.7116892337799072,0.8965988159179688
11,0.6982543468475342,0.9617065191268921,0.0005,0.7056307792663574,0.928408682346344
12,0.7051122188568115,0.942060649394989,0.0005,0.6906628608703613,0.9975398182868958
13,0.7176700830459595,0.9072387218475342,0.00025,0.760513186454773,0.7803125977516174
14,0.7271108031272888,0.8845077157020569,0.00025,0.7444761395454407,0.8266077637672424
15,0.7282686233520508,0.8757556676864624,0.00025,0.7423378229141235,0.8110372424125671
16,0.7305842638015747,0.8742258548736572,0.00025,0.7519600987434387,0.7739107012748718
17,0.7323654890060425,0.8594689965248108,0.00025,0.7330719828605652,0.8119065165519714
18,0.7372639775276184,0.8523701429367065,0.00025,0.7419814467430115,0.8059914708137512
19,0.7353936433792114,0.851094126701355,0.00025,0.7644333839416504,0.747713029384613
20,0.7350373864173889,0.8478371500968933,0.00025,0.7416250705718994,0.807740330696106
21,0.7434983849525452,0.8361432552337646,0.00025,0.7555238604545593,0.7539068460464478
22,0.7417171597480774,0.831578254699707,0.00025,0.7562366127967834,0.7694187760353088
23,0.7482187151908875,0.8171194791793823,0.000125,0.7587313055992126,0.7670942544937134
24,0.7477734088897705,0.8157207369804382,0.000125,0.7687098979949951,0.7592727541923523
